idx,label,group,z1,z2,flag_near_env,flag_outlier,remove,dist_to_env_centroid,R_env
760,1,elevator_20250822_141835_774,0.9655476,-11.3941,False,False,False,44.960865,25.05251
761,1,elevator_20250822_141836_760,21.4344,-13.8637,False,False,False,54.082764,25.05251
762,1,elevator_20250822_141837_772,25.646341,-16.222668,False,False,False,55.464233,25.05251
763,1,elevator_20250822_141838_777,2.8737042,-11.335399,False,False,False,45.758472,25.05251
764,1,elevator_20250822_141839_770,18.075224,-14.76521,False,False,False,51.15063,25.05251
765,1,elevator_20250822_141840_786,27.98196,-18.66899,False,False,False,55.682552,25.05251
766,1,elevator_20250822_141841_794,0.6627872,-11.105434,False,False,False,45.117897,25.05251
767,1,elevator_20250822_141842_780,20.47475,-13.820351,False,False,False,53.459267,25.05251
768,1,elevator_20250822_141843_806,25.842663,-16.070494,False,False,False,55.712044,25.05251
769,1,elevator_20250822_141844_784,2.2501671,-10.371137,False,False,False,46.39532,25.05251
770,1,elevator_20250822_141845_807,3.9552765,-16.470129,False,False,False,41.622887,25.05251
771,1,elevator_20250822_141846_799,27.88117,-18.524136,False,False,False,55.693306,25.05251
772,1,elevator_20250822_141847_805,0.4608999,-11.261679,False,False,False,44.899094,25.05251
773,1,elevator_20250822_141848_799,19.60797,-13.838017,False,False,False,52.862537,25.05251
774,1,elevator_20250822_141849_810,26.320522,-15.372597,False,False,False,56.53345,25.05251
775,1,elevator_20250822_141850_803,2.3612783,-9.6468525,False,False,False,47.106293,25.05251
776,1,elevator_20250822_141851_785,3.4475532,-16.09513,False,False,False,41.717407,25.05251
777,1,elevator_20250822_141852_800,27.359137,-17.161625,False,False,False,56.14815,25.05251
778,1,elevator_20250822_141853_795,0.39475805,-10.705327,False,False,False,45.394756,25.05251
779,1,elevator_20250822_141854_799,18.687725,-13.863178,False,False,False,52.23248,25.05251
780,1,elevator_20250822_141855_790,26.72106,-15.64019,False,False,False,56.654762,25.05251
781,1,elevator_20250822_141856_815,2.4278615,-10.110222,False,False,False,46.70479,25.05251
782,1,elevator_20250822_141857_805,2.9859664,-16.158667,False,False,False,41.450275,25.05251
783,1,elevator_20250822_141858_819,26.88844,-17.56393,False,False,False,55.529,25.05251
784,1,elevator_20250822_141859_803,0.42310977,-9.714275,False,False,False,46.332195,25.05251
785,1,elevator_20250822_141900_813,3.2330616,-15.668198,False,False,False,41.999466,25.05251
786,1,elevator_20250822_141901_806,26.926817,-15.413562,False,False,False,56.959003,25.05251
787,1,elevator_20250822_141902_799,1.7856195,-9.112028,False,False,False,47.384315,25.05251
788,1,elevator_20250822_141903_805,2.5945914,-15.9344225,False,False,False,41.475773,25.05251
789,1,elevator_20250822_141904_796,25.804781,-18.135647,False,False,False,54.331207,25.05251
790,1,elevator_20250822_141905_808,0.015072919,-9.643715,False,False,False,46.25762,25.05251
791,1,elevator_20250822_141906_806,2.180101,-14.553871,False,False,False,42.54181,25.05251
792,1,elevator_20250822_141907_815,26.997684,-15.602775,False,False,False,56.88713,25.05251
793,1,elevator_20250822_141908_807,20.819069,-17.14854,False,False,False,51.306717,25.05251
794,1,elevator_20250822_141909_799,1.9181935,-13.59304,False,False,False,43.307415,25.05251
795,1,elevator_20250822_141910_795,25.145454,-18.522118,False,False,False,53.578087,25.05251
796,1,elevator_20250822_141911_805,-0.3557036,-9.572675,False,False,False,46.1995,25.05251
797,1,elevator_20250822_141912_833,2.3619912,-13.400225,False,False,False,43.665783,25.05251
798,1,elevator_20250822_141913_809,26.651869,-14.806378,False,False,False,57.158577,25.05251
799,1,elevator_20250822_141914_829,20.996994,-17.17056,False,False,False,51.41831,25.05251
800,1,elevator_20250822_141915_804,2.639581,-13.167261,False,False,False,43.9932,25.05251
801,1,elevator_20250822_141916_802,25.071117,-18.491676,False,False,False,53.54105,25.05251
802,1,elevator_20250822_141917_820,14.66805,-14.989227,False,False,False,48.788536,25.05251
803,1,elevator_20250822_141918_805,1.4256442,-13.23193,False,False,False,43.440178,25.05251
804,1,elevator_20250822_141919_824,26.064922,-14.784745,False,False,False,56.739086,25.05251
805,1,elevator_20250822_141920_806,21.916517,-17.36871,False,False,False,51.942913,25.05251
806,1,elevator_20250822_141921_805,1.552462,-12.646383,False,False,False,44.02829,25.05251
807,1,elevator_20250822_141922_800,24.263731,-19.155651,False,False,False,52.495834,25.05251
808,1,elevator_20250822_141923_790,27.910656,-20.608334,False,False,False,54.446415,25.05251
809,1,elevator_20250822_141924_796,0.7842133,-13.362697,False,False,False,43.06973,25.05251
810,1,elevator_20250822_141925_791,24.731245,-14.020505,False,False,False,56.29161,25.05251
811,1,elevator_20250822_141926_835,22.895924,-17.211582,False,False,False,52.764397,25.05251
812,1,elevator_20250822_141927_809,1.9186224,-12.293249,False,False,False,44.497375,25.05251
813,1,elevator_20250822_141928_816,23.954247,-19.188662,False,False,False,52.23883,25.05251
814,1,elevator_20250822_141929_806,27.892437,-20.26368,False,False,False,54.638424,25.05251
815,1,elevator_20250822_141930_813,0.45921913,-12.840239,False,False,False,43.430206,25.05251
816,1,elevator_20250822_141931_810,23.145302,-13.58313,False,False,False,55.4729,25.05251
817,1,elevator_20250822_141932_800,23.194214,-17.145107,False,False,False,53.02838,25.05251
818,1,elevator_20250822_141933_814,2.685816,-12.298624,False,False,False,44.80274,25.05251
819,1,elevator_20250822_141934_799,23.633184,-19.268312,False,False,False,51.94323,25.05251
820,1,elevator_20250822_141935_815,27.657988,-19.983917,False,False,False,54.620632,25.05251
821,1,elevator_20250822_141936_802,1.2495394,-12.52615,False,False,False,44.02096,25.05251
822,1,elevator_20250822_141937_790,22.724592,-13.56374,False,False,False,55.192585,25.05251
823,1,elevator_20250822_141938_817,24.920433,-16.688608,False,False,False,54.612488,25.05251
824,1,elevator_20250822_141939_794,2.2927256,-12.128573,False,False,False,44.79796,25.05251
825,1,elevator_20250822_141940_803,22.291868,-19.13125,False,False,False,51.02483,25.05251
826,1,elevator_20250822_141941_828,27.876055,-19.162157,False,False,False,55.295086,25.05251
827,1,elevator_20250822_141942_819,0.66641134,-12.0845995,False,False,False,44.20865,25.05251
828,1,elevator_20250822_141943_804,21.859358,-13.28975,False,False,False,54.791767,25.05251
829,1,elevator_20250822_141944_810,24.748522,-16.561974,False,False,False,54.569347,25.05251
830,1,elevator_20250822_141945_806,2.899632,-11.482476,False,False,False,45.63477,25.05251
831,1,elevator_20250822_141946_831,18.080084,-14.867942,False,False,False,51.076843,25.05251
832,1,elevator_20250822_141947_810,28.18125,-18.491547,False,False,False,55.948906,25.05251
833,1,elevator_20250822_141948_806,1.2610494,-11.071148,False,False,False,45.370815,25.05251
834,1,elevator_20250822_141949_826,21.063738,-13.457709,False,False,False,54.125416,25.05251
835,1,elevator_20250822_141950_813,25.970947,-16.138573,False,False,False,55.76271,25.05251
836,1,elevator_20250822_141951_808,1.8185322,-9.7802515,False,False,False,46.776577,25.05251
837,1,elevator_20250822_141952_810,17.623522,-14.746081,False,False,False,50.867435,25.05251
838,1,elevator_20250822_141953_789,27.882881,-17.35705,False,False,False,56.427223,25.05251
839,1,elevator_20250822_141954_799,-0.21646376,-11.008499,False,False,False,44.89635,25.05251
840,1,elevator_20250822_141955_798,19.774124,-13.832529,False,False,False,52.97791,25.05251
841,1,elevator_20250822_141956_831,26.04418,-16.032751,False,False,False,55.88772,25.05251
842,1,elevator_20250822_141957_854,2.6864498,-10.768886,False,False,False,46.20142,25.05251
843,1,elevator_20250822_141958_830,3.577315,-16.559551,False,False,False,41.366158,25.05251
844,1,elevator_20250822_141959_835,27.21793,-17.34117,False,False,False,55.92473,25.05251
845,1,elevator_20250822_142000_827,0.7135412,-10.520247,False,False,False,45.681732,25.05251
846,1,elevator_20250822_142001_820,18.932302,-13.450942,False,False,False,52.703735,25.05251
847,1,elevator_20250822_142002_848,26.552177,-15.325046,False,False,False,56.737747,25.05251
848,1,elevator_20250822_142003_825,2.3013706,-10.10729,False,False,False,46.65839,25.05251
849,1,elevator_20250822_142004_828,2.9179509,-16.049078,False,False,False,41.517414,25.05251
850,1,elevator_20250822_142005_836,26.718182,-17.116201,False,False,False,55.686855,25.05251
851,1,elevator_20250822_142006_827,0.5285483,-10.008906,False,False,False,46.093372,25.05251
852,1,elevator_20250822_144809_046,18.700489,7.757393,False,False,False,69.960686,25.05251
853,1,elevator_20250822_144810_058,23.80357,-5.0036445,False,False,False,62.298317,25.05251
854,1,elevator_20250822_144811_041,27.894522,11.932406,False,False,False,78.34828,25.05251
855,1,elevator_20250822_144812_077,22.54764,9.048376,False,False,False,73.02938,25.05251
856,1,elevator_20250822_144813_063,21.18991,-2.7532325,False,False,False,62.472347,25.05251
857,1,elevator_20250822_144814_078,21.061935,6.504388,False,False,False,70.08418,25.05251
858,1,elevator_20250822_144815_058,19.682858,9.20677,False,False,False,71.706055,25.05251
859,1,elevator_20250822_144816_051,23.885405,-5.276431,False,False,False,62.139996,25.05251
860,1,elevator_20250822_144817_059,28.011276,12.500626,False,False,False,78.885506,25.05251
861,1,elevator_20250822_144818_051,22.797707,9.066578,False,False,False,73.176315,25.05251
862,1,elevator_20250822_144819_062,20.521328,-2.8109515,False,False,False,62.03246,25.05251
863,1,elevator_20250822_144820_052,21.110706,6.516436,False,False,False,70.12007,25.05251
864,1,elevator_20250822_144821_043,19.735004,11.292856,False,False,False,73.55194,25.05251
865,1,elevator_20250822_144822_052,23.170595,-4.4944615,False,False,False,62.29502,25.05251
866,1,elevator_20250822_144823_074,27.880491,10.378796,False,False,False,77.05504,25.05251
867,1,elevator_20250822_144824_066,26.996405,15.168586,False,False,False,80.57563,25.05251
868,1,elevator_20250822_144825_072,20.73734,-4.083585,False,False,False,61.133377,25.05251
869,1,elevator_20250822_144826_065,21.09625,5.5253644,False,False,False,69.2713,25.05251
870,1,elevator_20250822_144827_053,22.674566,14.178682,False,False,False,77.50701,25.05251
871,1,elevator_20250822_144828_078,23.186539,-4.4039555,False,False,False,62.375656,25.05251
872,1,elevator_20250822_144829_069,27.014875,10.669724,False,False,False,76.80965,25.05251
873,1,elevator_20250822_144830_064,26.93966,14.805714,False,False,False,80.238075,25.05251
874,1,elevator_20250822_144831_058,19.770382,-3.3845756,False,False,False,61.128605,25.05251
875,1,elevator_20250822_144832_048,20.955229,4.055561,False,False,False,67.95495,25.05251
876,1,elevator_20250822_144833_059,20.934668,11.28574,False,False,False,74.13207,25.05251
877,1,elevator_20250822_144834_048,23.58475,-2.9230473,False,False,False,63.78406,25.05251
878,1,elevator_20250822_144835_063,28.031076,-0.816214,False,False,False,68.220314,25.05251
879,1,elevator_20250822_144836_055,26.84404,15.1969595,False,False,False,80.518974,25.05251
880,1,elevator_20250822_144837_050,19.026325,-2.5049303,False,False,False,61.422173,25.05251
881,1,elevator_20250822_144838_075,20.602505,3.382236,False,False,False,67.19782,25.05251
882,1,elevator_20250822_144839_083,19.529055,12.15422,False,False,False,74.209404,25.05251
883,1,elevator_20250822_144840_062,23.952148,-2.8959115,False,False,False,64.0326,25.05251
884,1,elevator_20250822_144841_071,27.510967,-1.7382115,False,False,False,67.17975,25.05251
885,1,elevator_20250822_144842_073,26.01325,14.408472,False,False,False,79.41086,25.05251
886,1,elevator_20250822_144843_066,19.04217,-2.2046206,False,False,False,61.678864,25.05251
887,1,elevator_20250822_144844_076,21.991613,0.19988495,False,False,False,65.33707,25.05251
888,1,elevator_20250822_144845_057,22.57893,13.440518,False,False,False,76.81908,25.05251
889,1,elevator_20250822_144846_065,23.750046,-2.3303428,False,False,False,64.35298,25.05251
890,1,elevator_20250822_144847_057,26.630901,-2.8967364,False,False,False,65.72673,25.05251
891,1,elevator_20250822_144848_053,26.946962,14.634333,False,False,False,80.096924,25.05251
892,1,elevator_20250822_144849_063,18.63898,-1.8998971,False,False,False,61.70505,25.05251
893,1,elevator_20250822_144850_043,21.417315,-0.73894286,False,False,False,64.23902,25.05251
894,1,elevator_20250822_144851_063,19.259266,12.950659,False,False,False,74.78431,25.05251
895,1,elevator_20250822_144852_057,23.889446,-1.7777904,False,False,False,64.875145,25.05251
896,1,elevator_20250822_144853_080,25.9695,-3.2408822,False,False,False,65.03779,25.05251
897,1,elevator_20250822_144854_065,27.328949,13.968386,False,False,False,79.74004,25.05251
898,1,elevator_20250822_144855_069,18.1456,-0.9322646,False,False,False,62.24064,25.05251
899,1,elevator_20250822_144856_068,21.449467,-0.88913935,False,False,False,64.13523,25.05251
900,1,elevator_20250822_144857_053,19.396751,12.437119,False,False,False,74.395805,25.05251
901,1,elevator_20250822_144858_070,20.171322,0.9890168,False,False,False,64.958565,25.05251
902,1,elevator_20250822_144859_059,25.42574,-4.5779524,False,False,False,63.66483,25.05251
903,1,elevator_20250822_144900_072,27.132635,13.0460205,False,False,False,78.85854,25.05251
904,1,elevator_20250822_144901_053,18.05113,-0.48012117,False,False,False,62.569214,25.05251
905,1,elevator_20250822_144902_055,21.845324,-1.5362885,False,False,False,63.841557,25.05251
906,1,elevator_20250822_144903_062,20.24204,12.192112,False,False,False,74.584236,25.05251
907,1,elevator_20250822_144904_055,19.218481,2.8560412,False,False,False,66.01231,25.05251
908,1,elevator_20250822_144905_064,25.016893,-5.370283,False,False,False,62.796444,25.05251
909,1,elevator_20250822_144906_052,26.76645,13.069722,False,False,False,78.679924,25.05251
910,1,elevator_20250822_144907_047,18.094213,1.9319085,False,False,False,64.63455,25.05251
911,1,elevator_20250822_144908_069,21.419518,-2.656039,False,False,False,62.686634,25.05251
912,1,elevator_20250822_144909_082,20.000895,13.219507,False,False,False,75.37097,25.05251
913,1,elevator_20250822_144910_061,19.322659,3.1041071,False,False,False,66.27791,25.05251
914,1,elevator_20250822_144911_080,23.853878,-4.6364594,False,False,False,62.614216,25.05251
915,1,elevator_20250822_144912_059,27.174484,12.9291315,False,False,False,78.78328,25.05251
916,1,elevator_20250822_144913_064,18.113955,2.4188564,False,False,False,65.06016,25.05251
917,1,elevator_20250822_144914_071,21.401522,-2.8904233,False,False,False,62.487366,25.05251
918,1,elevator_20250822_144915_061,19.929157,12.267002,False,False,False,74.499466,25.05251
919,1,elevator_20250822_144916_069,18.726282,7.9058833,False,False,False,70.10264,25.05251
920,1,elevator_20250822_144917_061,24.374384,-4.9025764,False,False,False,62.73999,25.05251
921,1,elevator_20250822_144918_054,27.452797,11.370664,False,False,False,77.63572,25.05251
922,1,elevator_20250822_144919_062,22.851336,8.935879,False,False,False,73.093575,25.05251
923,1,elevator_20250822_144920_051,21.437164,-3.291837,False,False,False,62.1864,25.05251
924,1,elevator_20250822_144921_061,21.15997,6.803166,False,False,False,70.38995,25.05251
925,1,elevator_20250822_144922_052,20.220564,10.067946,False,False,False,72.72046,25.05251
926,1,elevator_20250822_144923_063,23.78226,-5.285599,False,False,False,62.06718,25.05251
927,1,elevator_20250822_144924_076,27.30518,11.152667,False,False,False,77.372444,25.05251
928,1,elevator_20250822_144925_076,22.578295,9.108176,False,False,False,73.096375,25.05251
929,1,elevator_20250822_144926_067,20.862186,-2.3070014,False,False,False,62.640587,25.05251
930,1,elevator_20250822_144927_062,21.143204,6.103627,False,False,False,69.78644,25.05251
931,1,elevator_20250822_144928_065,20.343714,10.393177,False,False,False,73.06405,25.05251
932,1,elevator_20250822_144929_058,23.526503,-4.3295403,False,False,False,62.64642,25.05251
933,1,elevator_20250822_144930_067,27.261932,10.945645,False,False,False,77.17642,25.05251
934,1,elevator_20250822_144931_059,25.802961,14.928001,False,False,False,79.74338,25.05251
935,1,elevator_20250822_144932_050,20.35837,-3.387723,False,False,False,61.469643,25.05251
936,1,elevator_20250822_144933_059,21.163866,6.409108,False,False,False,70.05679,25.05251
937,1,elevator_20250822_144934_043,19.592852,11.196838,False,False,False,73.39929,25.05251
938,1,elevator_20250822_144935_056,23.783075,-3.1984634,False,False,False,63.690426,25.05251
939,1,elevator_20250822_144936_050,27.840754,10.250441,False,False,False,76.92676,25.05251
940,1,elevator_20250822_144937_042,26.418583,15.2496605,False,False,False,80.33954,25.05251
941,1,elevator_20250822_144938_068,19.90004,-2.7677615,False,False,False,61.706432,25.05251
942,1,elevator_20250822_144939_073,20.863218,3.9255035,False,False,False,67.7958,25.05251
943,1,elevator_20250822_144940_057,19.202042,11.244778,False,False,False,73.254,25.05251
944,1,elevator_20250822_144941_070,23.1948,-3.071826,False,False,False,63.426804,25.05251
945,1,elevator_20250822_144942_065,28.10995,-0.9187015,False,False,False,68.19247,25.05251
946,1,elevator_20250822_144943_057,27.605076,15.091422,False,False,False,80.8351,25.05251
947,1,elevator_20250822_144944_075,19.212194,-2.486438,False,False,False,61.54283,25.05251
948,1,elevator_20250822_144945_058,20.86274,3.4837346,False,False,False,67.42418,25.05251
949,1,elevator_20250822_144946_068,21.900211,13.669339,False,False,False,76.68189,25.05251
950,1,elevator_20250822_144947_058,23.854876,-3.4828975,False,False,False,63.51244,25.05251
951,1,elevator_20250822_144948_054,27.768402,-1.4837517,False,False,False,67.540215,25.05251
952,1,elevator_20250822_144949_048,26.762018,14.608655,False,False,False,79.976715,25.05251
953,1,elevator_20250822_144950_048,18.697021,-2.5834687,False,False,False,61.171383,25.05251
954,1,elevator_20250822_144951_057,22.433428,0.18688439,False,False,False,65.58274,25.05251
955,1,elevator_20250822_144952_050,22.130037,12.463471,False,False,False,75.74844,25.05251
956,1,elevator_20250822_144953_081,24.486116,-2.1528382,False,False,False,64.946686,25.05251
957,1,elevator_20250822_144954_064,25.865528,-2.8638399,False,False,False,65.2611,25.05251
958,1,elevator_20250822_144955_072,26.431908,13.877111,False,False,False,79.181694,25.05251
959,1,elevator_20250822_144956_066,18.582178,-2.3866923,False,False,False,61.26964,25.05251
960,1,elevator_20250822_144957_058,22.00438,-0.4051962,False,False,False,64.851555,25.05251
961,1,elevator_20250822_144958_052,21.844978,13.625215,False,False,False,76.61633,25.05251
962,1,elevator_20250822_144959_056,23.785732,-1.6739608,False,False,False,64.89411,25.05251
963,1,elevator_20250822_145000_066,25.810791,-3.4724941,False,False,False,64.758316,25.05251
964,1,elevator_20250822_145001_056,26.511202,13.621595,False,False,False,79.00797,25.05251
965,1,elevator_20250822_145002_065,18.361479,-1.2001436,False,False,False,62.13443,25.05251
966,1,elevator_20250822_145003_059,21.621998,-0.94777644,False,False,False,64.1878,25.05251
967,1,elevator_20250822_145004_044,20.835169,12.409046,False,False,False,75.061646,25.05251
968,1,elevator_20250822_145005_057,23.708199,-1.1398544,False,False,False,65.27152,25.05251
969,1,elevator_20250822_145006_047,25.785877,-5.0055604,False,False,False,63.57407,25.05251
970,1,elevator_20250822_145007_054,26.236193,13.6742,False,False,False,78.90572,25.05251
971,1,elevator_20250822_145008_064,18.213072,-0.95701325,False,False,False,62.256676,25.05251
972,1,elevator_20250822_145009_067,21.483974,-1.5123856,False,False,False,63.648785,25.05251
973,1,elevator_20250822_145010_063,20.49113,13.32263,False,False,False,75.69529,25.05251
974,1,elevator_20250822_145011_075,19.632502,3.0211847,False,False,False,66.372246,25.05251
975,1,elevator_20250822_145012_063,25.587595,-4.526472,False,False,False,63.80885,25.05251
976,1,elevator_20250822_145013_054,26.125748,13.57279,False,False,False,78.7611,25.05251
977,1,elevator_20250822_145014_064,17.902594,0.81413794,False,False,False,63.583378,25.05251
978,1,elevator_20250822_145015_057,21.166565,-1.6544094,False,False,False,63.34814,25.05251
979,1,elevator_20250822_145016_063,20.265572,12.390429,False,False,False,74.769325,25.05251
980,1,elevator_20250822_151713_151,30.298756,4.425701,False,False,False,73.713425,25.05251
981,1,elevator_20250822_151714_141,36.228718,-10.612893,False,False,False,67.15718,25.05251
982,1,elevator_20250822_151715_135,37.610302,4.6489024,False,False,False,78.65324,25.05251
983,1,elevator_20250822_151716_141,31.114483,5.958432,False,False,False,75.42052,25.05251
984,1,elevator_20250822_151717_135,37.526474,-9.925774,False,False,False,68.59736,25.05251
985,1,elevator_20250822_151718_144,35.856133,3.219422,False,False,False,76.41359,25.05251
986,1,elevator_20250822_151719_127,33.167683,8.581361,False,False,False,78.75142,25.05251
987,1,elevator_20250822_151720_131,36.247868,-11.714645,False,False,False,66.48011,25.05251
988,1,elevator_20250822_151721_124,36.904625,2.9252198,False,False,False,76.910965,25.05251
989,1,elevator_20250822_151722_132,35.574627,8.5730295,False,False,False,80.26247,25.05251
990,1,elevator_20250822_151723_124,38.19089,-10.49292,False,False,False,68.761604,25.05251
991,1,elevator_20250822_151724_132,35.18276,2.9465272,False,False,False,75.75818,25.05251
992,1,elevator_20250822_151725_115,34.124218,8.410063,False,False,False,79.21605,25.05251
993,1,elevator_20250822_151726_117,35.390797,-11.372082,False,False,False,66.027954,25.05251
994,1,elevator_20250822_151727_140,36.630993,2.3272758,False,False,False,76.2881,25.05251
995,1,elevator_20250822_151728_146,36.326027,9.5245495,False,False,False,81.47451,25.05251
996,1,elevator_20250822_151729_140,38.565952,-9.622107,False,False,False,69.59728,25.05251
997,1,elevator_20250822_151730_141,35.21942,2.4033656,False,False,False,75.381805,25.05251
998,1,elevator_20250822_151731_138,33.60967,9.526168,False,False,False,79.76673,25.05251
999,1,elevator_20250822_151732_131,34.80368,-11.421972,False,False,False,65.54245,25.05251
1000,1,elevator_20250822_151733_141,36.25207,1.2766086,False,False,False,75.26544,25.05251
1001,1,elevator_20250822_151734_131,37.03722,8.997903,False,False,False,81.52893,25.05251
1002,1,elevator_20250822_151735_138,38.685364,-9.0606575,False,False,False,70.04241,25.05251
1003,1,elevator_20250822_151736_130,35.362484,-1.6784661,False,False,False,72.52813,25.05251
1004,1,elevator_20250822_151737_125,36.647892,8.647958,False,False,False,81.010185,25.05251
1005,1,elevator_20250822_151738_131,34.52641,-10.039255,False,False,False,66.22012,25.05251
1006,1,elevator_20250822_151739_124,35.31378,-0.4048083,False,False,False,73.40325,25.05251
1007,1,elevator_20250822_151740_132,36.64053,9.962547,False,False,False,82.01239,25.05251
1008,1,elevator_20250822_151741_126,39.762474,-9.429246,False,False,False,70.654274,25.05251
1009,1,elevator_20250822_151742_139,35.540123,-2.7802985,False,False,False,71.87736,25.05251
1010,1,elevator_20250822_151743_140,36.323627,11.790693,False,False,False,83.2283,25.05251
1011,1,elevator_20250822_151744_146,33.964012,-10.8625765,False,False,False,65.25785,25.05251
1012,1,elevator_20250822_151745_140,34.790634,-1.309053,False,False,False,72.390205,25.05251
1013,1,elevator_20250822_151746_132,37.806408,10.412971,False,False,False,83.105995,25.05251
1014,1,elevator_20250822_151747_134,39.425503,-7.697812,False,False,False,71.47763,25.05251
1015,1,elevator_20250822_151748_130,35.537933,-3.129607,False,False,False,71.63153,25.05251
1016,1,elevator_20250822_151749_140,35.770187,11.301952,False,False,False,82.500854,25.05251
1017,1,elevator_20250822_151750_128,34.117607,-9.778651,False,False,False,66.08092,25.05251
1018,1,elevator_20250822_151751_115,37.11458,-6.542117,False,False,False,70.46771,25.05251
1019,1,elevator_20250822_151752_124,38.254326,8.943665,False,False,False,82.28135,25.05251
1020,1,elevator_20250822_151753_116,39.441517,-6.9630623,False,False,False,71.95916,25.05251
1021,1,elevator_20250822_151754_131,35.206295,-7.982091,False,False,False,68.08421,25.05251
1022,1,elevator_20250822_151755_123,35.71258,11.422163,False,False,False,82.558846,25.05251
1023,1,elevator_20250822_151756_115,32.48265,-8.357367,False,False,False,65.81435,25.05251
1024,1,elevator_20250822_151757_140,36.89921,-6.5175657,False,False,False,70.32255,25.05251
1025,1,elevator_20250822_151758_141,37.575806,7.6417317,False,False,False,80.85451,25.05251
1026,1,elevator_20250822_151759_139,31.07582,0.21065176,False,False,False,70.9818,25.05251
1027,1,elevator_20250822_151800_144,35.877144,-8.426024,False,False,False,68.296394,25.05251
1028,1,elevator_20250822_151801_138,35.058846,11.59649,False,False,False,82.28994,25.05251
1029,1,elevator_20250822_151802_132,33.25896,-1.8734412,False,False,False,70.92017,25.05251
1030,1,elevator_20250822_151803_138,37.21387,-6.9414907,False,False,False,70.27912,25.05251
1031,1,elevator_20250822_151804_126,37.70693,7.3313456,False,False,False,80.708275,25.05251
1032,1,elevator_20250822_151805_139,30.74674,2.223107,False,False,False,72.29413,25.05251
1033,1,elevator_20250822_151806_130,36.544445,-8.876382,False,False,False,68.51051,25.05251
1034,1,elevator_20250822_151807_124,36.42333,5.5842094,False,False,False,78.5494,25.05251
1035,1,elevator_20250822_151808_131,29.572548,3.5813012,False,False,False,72.60041,25.05251
1036,1,elevator_20250822_151809_118,37.585194,-7.5427628,False,False,False,70.1673,25.05251
1037,1,elevator_20250822_151810_131,37.710533,5.3540707,False,False,False,79.24029,25.05251
1038,1,elevator_20250822_151811_123,30.436073,5.43963,False,False,False,74.59275,25.05251
1039,1,elevator_20250822_151812_147,36.944004,-9.460585,False,False,False,68.44179,25.05251
1040,1,elevator_20250822_151813_138,36.27256,5.7922845,False,False,False,78.60518,25.05251
1041,1,elevator_20250822_151814_147,30.47972,4.4101653,False,False,False,73.81451,25.05251
1042,1,elevator_20250822_151815_138,36.191967,-10.361747,False,False,False,67.28808,25.05251
1043,1,elevator_20250822_151816_125,37.613754,4.7608056,False,False,False,78.737816,25.05251
1044,1,elevator_20250822_151817_138,30.501219,5.557965,False,False,False,74.72601,25.05251
1045,1,elevator_20250822_151818_130,37.76176,-10.826668,False,False,False,68.21799,25.05251
1046,1,elevator_20250822_151819_131,35.101868,4.1081443,False,False,False,76.568245,25.05251
1047,1,elevator_20250822_151820_127,31.391823,5.773346,False,False,False,75.44859,25.05251
1048,1,elevator_20250822_151821_135,36.6412,-10.948733,False,False,False,67.26587,25.05251
1049,1,elevator_20250822_151822_132,37.30615,3.2934325,False,False,False,77.45426,25.05251
1050,1,elevator_20250822_151823_123,34.815617,8.826492,False,False,False,79.97539,25.05251
1051,1,elevator_20250822_151824_132,38.321896,-10.350397,False,False,False,68.95276,25.05251
1052,1,elevator_20250822_151825_121,35.60732,3.102852,False,False,False,76.159645,25.05251
1053,1,elevator_20250822_151826_133,33.699917,9.098422,False,False,False,79.487305,25.05251
1054,1,elevator_20250822_151827_141,35.371464,-11.01009,False,False,False,66.24255,25.05251
1055,1,elevator_20250822_151828_146,36.719517,2.1989505,False,False,False,76.25576,25.05251
1056,1,elevator_20250822_151829_141,35.243866,8.320275,False,False,False,79.85668,25.05251
1057,1,elevator_20250822_151830_148,39.071995,-8.958856,False,False,False,70.407166,25.05251
1058,1,elevator_20250822_151831_132,35.563457,2.2735171,False,False,False,75.51957,25.05251
1059,1,elevator_20250822_151832_127,33.495255,9.692759,False,False,False,79.82702,25.05251
1060,1,elevator_20250822_151833_139,34.672634,-11.236475,False,False,False,65.55979,25.05251
1061,1,elevator_20250822_151834_130,35.833115,0.41277948,False,False,False,74.3521,25.05251
1062,1,elevator_20250822_151835_138,35.828285,7.9989543,False,False,False,79.98534,25.05251
1063,1,elevator_20250822_151836_131,39.09913,-9.850839,False,False,False,69.872314,25.05251
1064,1,elevator_20250822_151837_123,35.99874,-1.8554782,False,False,False,72.85327,25.05251
1065,1,elevator_20250822_151838_130,33.37378,9.84882,False,False,False,79.875114,25.05251
1066,1,elevator_20250822_151839_122,33.511692,-11.263165,False,False,False,64.65376,25.05251
1067,1,elevator_20250822_151840_132,35.474064,-0.21358225,False,False,False,73.65213,25.05251
1068,1,elevator_20250822_151841_122,37.147617,10.110617,False,False,False,82.4508,25.05251
1069,1,elevator_20250822_151842_148,38.898678,-8.607669,False,False,False,70.49355,25.05251
1070,1,elevator_20250822_151843_135,35.670322,-2.5509975,False,False,False,72.13093,25.05251
1071,1,elevator_20250822_151844_145,35.689213,9.442507,False,False,False,81.00553,25.05251
1072,1,elevator_20250822_151845_138,33.250088,-9.101946,False,False,False,65.87897,25.05251
1073,1,elevator_20250822_151846_147,34.672,-1.0373287,False,False,False,72.50241,25.05251
1074,1,elevator_20250822_151847_139,37.867817,9.710295,False,False,False,82.60982,25.05251
